DEBKGID;NNID;NAME;RS;OBA;KFZ;GEOLA;GEOBR;GKRE;GKHO;UTMRE;UTMHO
DEBKGDL20000E44N;DEBKGGND00001H9O;Recklinghausen;05562;AX_KreisRegion (Kreis);RE  CAS  GLA;070934;514021;3372746.6238399083;5728063.327416978;372723.34775930346;5726213.671932374
DEBKGDL20000E2QB;DEBKGGND00001FYK;Regen;09276;AX_KreisRegion (Landkreis);REG  VIT;130560;490122;3799899.153381673;5439831.459615837;799703.2558283764;5438093.924892143
DEBKGDL20000E44J;DEBKGGND00001F5I;Regensburg;09375;AX_KreisRegion (Landkreis);R;121658;490014;3740236.94402362;5434827.799344323;740065.0961688472;5433092.4867076
DEBKGDL20000E4EJ;DEBKGGND00001J8T;Regensburg;09362;AX_KreisRegion (Kreisfreie Stadt);R;120638;490050;3727593.1616980513;5435386.435162159;727426.4429764122;5433650.935296824
DEBKGDL20000E6YZ;DEBKGGND00001EFA;Region Hannover;03241;AX_KreisRegion (Landkreis);H;094311;522519;3549043.8979499983;5810089.223854491;548952.0856532161;5808204.642524598
DEBKGDL20000E68W;DEBKGGND000019TW;Regionalverband Saarbrücken;10041;AX_KreisRegion (Landkreis);SB;065726;491505;3351363.46750898;5459150.406742163;351347.05690494017;5457406.704818233
DEBKGDL20000DZT1;DEBKGGND000019LG;Rems-Murr-Kreis;08119;AX_KreisRegion (Landkreis);WN  BK;093004;485356;3536822.619880173;5418070.5299140625;536732.5670700587;5416342.696415366
DEBKGDL20000E6Z3;DEBKGGND00001H11;Remscheid;05120;AX_KreisRegion (Kreisfreie Stadt);RS;071140;511048;3373817.803863739;5673206.067420963;373793.67067593406;5671377.941622907
DEBKGDL20000E5OD;DEBKGGND00001ETM;Rendsburg-Eckernförde;01058;AX_KreisRegion (Kreis);RD  ECK;094652;541721;3550942.8806745484;6017955.916383674;550853.8010879289;6015988.391054265
DEBKGDL20000E3WI;DEBKGGND00001HD9;Reutlingen;08415;AX_KreisRegion (Landkreis);RT;092157;482423;3527159.2818924473;5363241.722259908;527073.0510218207;5361535.915086562
DEBKGDL20000E0B2;DEBKGGND00001EI2;Rhein-Erft-Kreis;05362;AX_KreisRegion (Kreis);BM;064300;505418;3339473.320820276;5643545.090664763;339462.5079125477;5641728.901709798
DEBKGDL20000E3W2;DEBKGGND00001GZ7;Rhein-Hunsrück-Kreis;07140;AX_KreisRegion (Landkreis);SIM  GOA;072960;500239;3392627.079899718;5546386.343338707;392594.80223667703;5544608.044118023
DEBKGDL20000DW9F;DEBKGGND00001DEO;Rhein-Kreis Neuss;05162;AX_KreisRegion (Kreis);NE  GV;063858;510837;3335581.6419234425;5670238.092130405;335572.521281633;5668411.444137939
DEBKGDL20000E02P;DEBKGGND00001DQI;Rhein-Lahn-Kreis;07141;AX_KreisRegion (Landkreis);EMS  DIZ  GOH;075033;501548;3417549.289451236;5570326.460438217;417507.23818877473;5568538.576200228
DEBKGDL20000DZYR;DEBKGGND00001JYG;Rhein-Neckar-Kreis;08226;AX_KreisRegion (Landkreis);HD;084619;491725;3483483.3131259857;5461507.654487616;483414.63889187097;5459762.565500072
DEBKGDL20000E3V3;DEBKGGND00001FT0;Rhein-Pfalz-Kreis;07338;AX_KreisRegion (Landkreis);RP;082139;492459;3453691.7825062387;5475707.155880351;453634.9855683887;5473956.558479127
DEBKGDL20000E4W8;DEBKGGND00001DEI;Rhein-Sieg-Kreis;05382;AX_KreisRegion (Kreis);SU;071556;504634;3377735.2772326563;5628186.127383564;377709.2918775331;5626375.693333536
DEBKGDL20000E2GH;DEBKGGND00001GI7;Rheingau-Taunus-Kreis;06439;AX_KreisRegion (Landkreis);RÜD  SWA;080451;500831;3434366.905399458;5556597.413888186;434318.18235734844;5554814.892518933
DEBKGDL20000E3LJ;DEBKGGND00001HE1;Rheinisch-Bergischer Kreis;05378;AX_KreisRegion (Kreis);GL;071142;510123;3373429.8446751027;5655748.847509354;373405.7423109677;5653927.602236626
DEBKGDL20000DYKN;DEBKGGND00001H53;Rhön-Grabfeld;09673;AX_KreisRegion (Landkreis);NES  KÖN  MET;101519;502217;3589373.72266447;5582463.164441615;589263.4431087449;5580669.3436361775
DEBKGDL20000E2LU;DEBKGGND00001HNR;Rosenheim;09163;AX_KreisRegion (Kreisfreie Stadt);RO;120729;475121;3733904.6823671553;5306687.948785258;733734.8040185327;5305004.426707794
DEBKGDL20000DZTP;DEBKGGND00001AW6;Rosenheim;09187;AX_KreisRegion (Landkreis);RO  AIB  WS;121657;475345;3745515.691797754;5311631.278124636;745341.1791128713;5309945.650020852
DEBKGDL20000QGFS;DEBKGGND00001CB8;Rostock;13072;AX_KreisRegion (Landkreis);LRO  BÜZ  DBR  GÜ  ROS  TET;121318;535443;3711743.646104338;5980480.983313009;711588.598847579;5978525.542569449
DEBKGDL20000E375;DEBKGGND00001ALO;Rostock;13003;AX_KreisRegion (Kreisfreie Stadt);HRO;120810;540519;3705246.700928734;5999884.646417813;705094.5019936492;5997921.462133269
DEBKGDL20000E1F3;DEBKGGND00001GBK;Rotenburg (Wümme);03357;AX_KreisRegion (Landkreis);ROW  BRV;091827;531501;3520589.9892335646;5902091.404625427;520510.8138888862;5900170.697048398
DEBKGDL20000E2TX;DEBKGGND00001HDP;Roth;09576;AX_KreisRegion (Landkreis);RH  HIP;110726;491210;3654842.368817129;5453916.628353477;654705.2631628114;5452174.018987238
DEBKGDL20000E291;DEBKGGND0000191P;Rottal-Inn;09277;AX_KreisRegion (Landkreis);PAN  EG  GRI;125203;482528;3786285.2738278187;5372417.727893105;786094.5800553979;5370707.466219886
DEBKGDL20000DWZH;DEBKGGND00001GDM;Rottweil;08325;AX_KreisRegion (Landkreis);RW;083157;481515;3465350.027013801;5346354.976905122;465288.48556457914;5344655.814197175
DEBKGDL20000DZT7;DEBKGGND00001FQ8;Saale-Holzland-Kreis;16074;AX_KreisRegion (Landkreis);SHK  EIS  SRO;114353;505415;3692186.145586396;5644533.696670875;692035.256755261;5642714.075228823
DEBKGDL20000E0F6;DEBKGGND00001FF0;Saale-Orla-Kreis;16075;AX_KreisRegion (Landkreis);SOK  LBS  PN  SCZ;114238;503450;3692043.2713419744;5608505.687656265;691892.0420506824;5606700.567802466
DEBKGDL20000E247;DEBKGGND00001CUA;Saalekreis;15088;AX_KreisRegion (Landkreis);SK  MER  MQ  QFT;120019;512023;3709470.5094730933;5693743.681723171;709312.9976997572;5691904.288528309
DEBKGDL20000E6O4;DEBKGGND00001HHW;Saalfeld-Rudolstadt;16073;AX_KreisRegion (Landkreis);SLF  RU;111833;503816;3663419.69189118;5613889.955991173;663280.0339227112;5612082.936893581
DEBKGDL20000E68X;DEBKGGND00001HSJ;Saarlouis;10044;AX_KreisRegion (Landkreis);SLS;064618;491851;3338066.377643642;5466511.515583092;338055.2448472907;5464764.958941635
DEBKGDL20000E11A;DEBKGGND00001BY9;Saarpfalz-Kreis;10045;AX_KreisRegion (Landkreis);HOM;071432;491455;3372094.294606494;5458323.542054898;372069.6968402251;5456580.065570914
DEBKGDL20000E1GA;DEBKGGND0000191R;Salzgitter;03102;AX_KreisRegion (Kreisfreie Stadt);SZ;101942;520938;3590980.0245313183;5781606.855615261;590871.1140164805;5779732.985862413
DEBKGDL20000E2M5;DEBKGGND00001EP3;Salzlandkreis;15089;AX_KreisRegion (Landkreis);SLK  ASL  BBG  SBK  SFT;113833;515105;3682145.3783412413;5749684.317107063;681999.6337164437;5747822.612941991
DEBKGDL20000E2WJ;DEBKGGND00001GYT;Schaumburg;03257;AX_KreisRegion (Landkreis);SHG  RI;091223;521734;3514156.587525819;5795495.384197206;514078.4246437932;5793617.130868836
DEBKGDL20000E6CZ;DEBKGGND00001AP8;Schleswig-Flensburg;01059;AX_KreisRegion (Kreis);SL;092954;543723;3532259.5937093915;6054938.71115474;532178.7734962149;6052956.88561863
DEBKGDL20000E2JO;DEBKGGND00001BAU;Schmalkalden-Meiningen;16066;AX_KreisRegion (Landkreis);SM  MGN;102418;503750;3599478.452259479;5611493.143913029;599364.3196261581;5609687.744314249
DEBKGDL20000DYLW;DEBKGGND00001EML;Schwabach;09565;AX_KreisRegion (Kreisfreie Stadt);SC;110115;491946;3646960.4788896595;5467804.964120929;646826.544361872;5466056.850060769
DEBKGDL20000DXYV;DEBKGGND00001E5E;Schwalm-Eder-Kreis;06634;AX_KreisRegion (Landkreis);HR  FZ  MEG  ZIG;092224;510125;3526272.14281172;5654338.971413016;526187.5679518321;5652516.974717368
DEBKGDL20000E2NP;DEBKGGND0000198U;Schwandorf;09376;AX_KreisRegion (Landkreis);SAD  BUL  NAB  NEN  OVI  ROD;121510;492204;3736319.976214192;5475187.363422406;736149.9380396036;5473435.822772481
DEBKGDL20000E678;DEBKGGND00001I3I;Schwarzwald-Baar-Kreis;08326;AX_KreisRegion (Landkreis);VS;082440;480108;3456154.587744103;5320269.968938362;456096.70035545423;5318581.13102706
DEBKGDL20000E09P;DEBKGGND00001D94;Schweinfurt;09678;AX_KreisRegion (Landkreis);SW  GEO;101442;495657;3589421.7814584235;5535498.365989345;589311.2930282743;5533723.313854011
DEBKGDL20000DWGM;DEBKGGND00001BZQ;Schweinfurt;09662;AX_KreisRegion (Kreisfreie Stadt);SW;101401;500248;3588440.5307891113;5546329.833064137;588330.481479139;5544550.425030641
DEBKGDL20000E26X;DEBKGGND00001E6N;Schwerin;13004;AX_KreisRegion (Kreisfreie Stadt);SN;112452;533743;3659791.038909721;5946845.248090217;659656.6381005939;5944903.989574866
DEBKGDL20000E3WD;DEBKGGND00001EYM;Schwäbisch Hall;08127;AX_KreisRegion (Landkreis);SHA  BK  CR;095431;490840;3566372.716755385;5445637.766355966;566270.9255792;5443898.846432628
DEBKGDL20000E6GP;DEBKGGND00001A1I;Segeberg;01060;AX_KreisRegion (Kreis);SE;100826;535512;3575005.0128248865;5977170.381849189;574905.4856093638;5975218.578217351
DEBKGDL20000E1WH;DEBKGGND00001933;Siegen-Wittgenstein;05970;AX_KreisRegion (Kreis);SI  BLB;081141;505616;3443471.6378602637;5645018.785168024;443419.78510100645;5643201.213781143
DEBKGDL20000E2FB;DEBKGGND00001I64;Sigmaringen;08437;AX_KreisRegion (Landkreis);SIG;091428;480220;3518053.2968459437;5322354.666037027;517970.7334725357;5320665.153712292
DEBKGDL20000E47C;DEBKGGND00001GFI;Soest;05974;AX_KreisRegion (Kreis);SO  LP;081303;513352;3445810.021138377;5714730.02969288;445757.72185686626;5712884.957019817
DEBKGDL20000DWDD;DEBKGGND00001J28;Solingen;05122;AX_KreisRegion (Kreisfreie Stadt);SG;070458;511018;3366001.521047703;5672481.350897035;365980.4609462385;5670653.5899872705
DEBKGDL20000DYQA;DEBKGGND00001ECE;Sonneberg;16072;AX_KreisRegion (Landkreis);SON  NH;110759;502452;3651676.8082728167;5588697.900114426;651541.6240403748;5586901.080744368
DEBKGDL20000E5YO;DEBKGGND00001I3L;Speyer;07318;AX_KreisRegion (Kreisfreie Stadt);SP;082612;491858;3459110.012160272;5464502.9631579025;459051.03177869064;5462756.770967585
DEBKGDL20000E27W;DEBKGGND00001AV7;Spree-Neiße;12071;AX_KreisRegion (Landkreis);SPN  FOR  GUB  SPB;143543;514122;3886855.8609111384;5743199.610709753;886627.8093686396;5741337.976509746
DEBKGDL20000E1WW;DEBKGGND00001FRQ;St. Ingbert;100450117117;AX_Gemeinde;IGB;070655;491644;3362942.691631795;5461922.170163216;362921.7214378132;5460177.319272475
DEBKGDL20000E68V;DEBKGGND00003ETM;St. Wendel;10046;AX_KreisRegion (Landkreis);WND;070602;493110;3362540.723857389;5488703.537359716;362520.02645400097;5486948.109529191
DEBKGDL20000E1SP;DEBKGGND00001IXJ;Stade;03359;AX_KreisRegion (Landkreis);STD;092506;533442;3527771.5583558674;5938618.42950929;527690.0579811338;5936683.090796228
DEBKGDL20000E5HE;DEBKGGND000019Q6;Starnberg;09188;AX_KreisRegion (Landkreis);STA  WOR;111654;480021;3670327.8899355642;5321171.713972046;670183.8500462499;5319482.598674796
DEBKGDL20000E3LU;DEBKGGND00001CWZ;Steinburg;01061;AX_KreisRegion (Kreis);IZ;093110;535544;3534196.722109465;5977699.421202351;534113.4486699777;5975748.231564898
DEBKGDL20000E22T;DEBKGGND00001C41;Steinfurt;05566;AX_KreisRegion (Kreis);ST  BF  TE;073445;521241;3402961.4287254843;5787389.224528589;402927.3049016933;5785515.828081715
DEBKGDL20000E65Z;DEBKGGND00001DNA;Stendal;15090;AX_KreisRegion (Landkreis);SDL  HV  OBG;115023;524149;3692035.7423989163;5844245.070577059;691887.1026008265;5842344.99826987
DEBKGDL20000E05T;DEBKGGND00001FRO;Stormarn;01062;AX_KreisRegion (Kreis);OD;101954;534314;3587974.416958574;5955210.959920389;587869.2634191528;5953267.663704627
DEBKGDL20000E4XP;DEBKGGND00001AEQ;Stralsund;130730088088;AX_Gemeinde;HST;130524;541850;3766178.732722745;6028147.783010527;766002.2278413516;6026172.45344986
DEBKGDL20000E70T;DEBKGGND00001I0P;Straubing;09263;AX_KreisRegion (Kreisfreie Stadt);SR;123421;485233;3762108.262770487;5421542.818578649;761927.4946239529;5419812.82677351
DEBKGDL20000E2EO;DEBKGGND00001CBB;Straubing-Bogen;09278;AX_KreisRegion (Landkreis);SR  BOG  MAL;124204;485603;3771219.6562644322;5428461.119842143;771035.2576437679;5426728.301999432
DEBKGDL20000DZKR;DEBKGGND00001AXL;Stuttgart;08111;AX_KreisRegion (Stadtkreis);S;091040;484633;3513138.7311750087;5404272.412503147;513058.15468044125;5402550.141164388
DEBKGDL20000HJU7;DEBKGGND00003ETR;Städteregion Aachen;05334;AX_KreisRegion (Kreis);AC  MON;061302;504357;3303619.2248564023;5625582.587088381;303622.3629513836;5623773.622355766
DEBKGDL20000E053;DEBKGGND00001GYJ;Suhl;16054;AX_KreisRegion (Kreisfreie Stadt);SHL;104113;503634;3619480.7440447956;5609568.251353609;619358.6020038;5607763.4156663045
DEBKGDL20000HFQR;DEBKGGND00001EZA;Sächsische Schweiz-Osterzgebirge;14628;AX_KreisRegion (Landkreis);PIR  DW  FTL  SEB;133929;505231;3827859.1291722497;5648114.080849101;827653.2793927975;5646291.840467741
DEBKGDL20000DXI8;DEBKGGND00001ESZ;Sömmerda;16068;AX_KreisRegion (Landkreis);SÖM;110917;510928;3650809.174473345;5671413.471330728;650675.1792411681;5669583.507058749
DEBKGDL20000E0ID;DEBKGGND000019YT;Südliche Weinstraße;07337;AX_KreisRegion (Landkreis);SÜW;080455;490712;3433056.655184102;5442925.335964493;433007.9552009597;5441187.807657862
DEBKGDL20000E6XH;DEBKGGND00001D4P;Südwestpfalz;07340;AX_KreisRegion (Landkreis);PS  ZW;074603;491201;3410249.4897584496;5452207.541029237;410209.846574017;5450466.4080276005
DEBKGDL20000E5I0;DEBKGGND00001C6W;Teltow-Fläming;12072;AX_KreisRegion (Landkreis);TF;131633;520422;3793193.244033088;5779646.263157126;793003.2134119157;5777771.149468946
DEBKGDL20000E0ED;DEBKGGND00001IXX;Tirschenreuth;09377;AX_KreisRegion (Landkreis);TIR  KEM;122155;495333;3741867.2809762354;5533900.423220509;741695.4406877584;5532125.023854285
DEBKGDL20000E2VS;DEBKGGND00001H19;Traunstein;09189;AX_KreisRegion (Landkreis);TS  LF;123445;475339;3767708.6514892546;5312431.431323957;767525.2105887015;5310745.447893498
DEBKGDL20000E6QK;DEBKGGND00001DQC;Trier;07211;AX_KreisRegion (Kreisfreie Stadt);TR;063829;494524;3330122.5935042244;5516020.15649538;330114.84106081293;5514254.049232497
DEBKGDL20000E5QI;DEBKGGND00001D5G;Trier-Saarburg;07235;AX_KreisRegion (Landkreis);TR  SAB;064236;493811;3334667.356249436;5502478.799547545;334657.7583743675;5500718.029207946
DEBKGDL20000E5PO;DEBKGGND00001HFY;Tuttlingen;08327;AX_KreisRegion (Landkreis);TUT;084739;480040;3484713.5905189477;5319246.139066888;484644.31696060894;5317557.786498833
DEBKGDL20000DZDS;DEBKGGND00001BUZ;Tübingen;08416;AX_KreisRegion (Landkreis);TÜ;085916;482854;3499162.287953799;5371554.673787673;499087.28105998616;5369845.50843438
DEBKGDL20000E3N7;DEBKGGND000019U0;Uckermark;12073;AX_KreisRegion (Landkreis);UM  ANG  PZ  SDT  TP;135141;531221;3824783.8780799243;5908138.278431201;824582.696957446;5906211.259796262
DEBKGDL20000DZUC;DEBKGGND000019SU;Uelzen;03360;AX_KreisRegion (Landkreis);UE;103253;525900;3604044.5779770887;5873462.637828437;603931.8726833356;5871552.067177421
DEBKGDL20000DW97;DEBKGGND000019DN;Ulm;08421;AX_KreisRegion (Stadtkreis);UL;095925;482354;3573413.240031752;5362767.802808796;573308.4147188098;5361062.0874168165
DEBKGDL20000E367;DEBKGGND00001AXQ;Unna;05978;AX_KreisRegion (Kreis);UN  LH  LÜN;074419;513248;3412575.589960331;5713220.233707803;412536.429339435;5711376.071837324
DEBKGDL20000DWPU;DEBKGGND000019G0;Unstrut-Hainich-Kreis;16064;AX_KreisRegion (Landkreis);UH  LSZ  MHL;103307;511107;3608577.3893794613;5673401.95463841;608460.3250658023;5671571.694526348
DEBKGDL20000E2AU;DEBKGGND00001JW0;Unterallgäu;09778;AX_KreisRegion (Landkreis);MN;102328;480225;3603815.350086306;5323391.64808768;603698.2844076222;5321701.697726716
DEBKGDL20000E1VY;DEBKGGND000019D8;Vechta;03460;AX_KreisRegion (Landkreis);VEC;081322;523936;3447483.540739001;5836623.725529059;447432.45972215483;5834730.111913303
DEBKGDL20000E03U;DEBKGGND0000192X;Verden;03361;AX_KreisRegion (Landkreis);VER;091033;525823;3511875.0214036144;5871208.005426041;511798.86564620706;5869299.693831515
DEBKGDL20000E07Q;DEBKGGND00001JI8;Viersen;05166;AX_KreisRegion (Kreis);VIE  KK;061934;511658;3313524.1168809533;5686505.632869984;313523.767098833;5684672.813239451
DEBKGDL20000E4Q1;DEBKGGND00001DTF;Vogelsbergkreis;06535;AX_KreisRegion (Landkreis);VB;091617;503817;3519277.1632440933;5611410.976896066;519195.0708989045;5609606.086925714
DEBKGDL20000HFQJ;DEBKGGND00001CAI;Vogtlandkreis;14523;AX_KreisRegion (Landkreis);V  AE  OVL  PL  RC;121406;502724;3729787.3128958363;5596209.953683261;729620.4482536871;5594409.803218712
DEBKGDL20000QGHU;DEBKGGND00001BAZ;Vorpommern-Greifswald;13075;AX_KreisRegion (Landkreis);VG  ANK  GW  OVP  PW  SBG  UEM  UER  WLG;140360;533447;3835525.4081366933;5950642.575454666;835320.2152652415;5948698.365406126
DEBKGDL20000QGFT;DEBKGGND00001JD9;Vorpommern-Rügen;13073;AX_KreisRegion (Landkreis);VR  GMN  NVP  RDG  RÜG;124853;541247;3748881.6240077107;6015916.172399702;748711.9468257121;6013945.987251541
DEBKGDL20000E3WM;DEBKGGND00001H4E;Vulkaneifel;07233;AX_KreisRegion (Landkreis);DAU;064456;501418;3339480.110624329;5569340.281344378;339468.84153410443;5567553.17897271
DEBKGDL20000E5FJ;DEBKGGND00001J9V;Völklingen;100410519519;AX_Gemeinde;VK;065116;491459;3343863.3177053286;5459161.497373312;343849.86854052386;5457417.825007988
DEBKGDL20000DYV9;DEBKGGND00001HIM;Waldeck-Frankenberg;06635;AX_KreisRegion (Landkreis);KB  FKB  WA;085319;511125;3492284.0526325735;5672827.409885738;492213.1083512481;5670998.3293189695
DEBKGDL20000E5QC;DEBKGGND00001CAR;Waldshut;08337;AX_KreisRegion (Landkreis);WT;081308;474150;3441436.335684284;5284609.5226825625;441384.3316857524;5282934.821449845
DEBKGDL20000E22S;DEBKGGND000019CJ;Warendorf;05570;AX_KreisRegion (Kreis);WAF  BE;075731;515212;3428342.8342530834;5748960.397532351;428297.98043787177;5747101.926579692
DEBKGDL20000E0FX;DEBKGGND00001AAB;Wartburgkreis;16063;AX_KreisRegion (Landkreis);WAK  SLZ;101237;505308;3585234.5568399206;5639607.487333236;585126.4278198523;5637790.985365068
DEBKGDL20000E0QG;DEBKGGND00003ETO;Weiden i.d. OPf.;09363;AX_KreisRegion (Kreisfreie Stadt);WEN;120937;494034;3728148.8179300115;5509177.288343608;727982.2909508388;5507412.034045859
DEBKGDL20000E1L1;DEBKGGND00001I70;Weilheim-Schongau;09190;AX_KreisRegion (Landkreis);WM  SOG;110426;474853;3655385.8731805803;5299479.096065566;655247.8177486137;5297798.750183988
DEBKGDL20000DWTN;DEBKGGND00001J35;Weimar;16055;AX_KreisRegion (Kreisfreie Stadt);WE;111947;505851;3663674.6425008173;5652091.605359677;663535.2837596964;5650269.240899437
DEBKGDL20000E01G;DEBKGGND00001GPR;Weimarer Land;16071;AX_KreisRegion (Landkreis);AP  APD;113257;510304;3678800.751281403;5660438.418272399;678655.3678260235;5658612.602192324
DEBKGDL20000DYL4;DEBKGGND00001G4Z;Weißenburg-Gunzenhausen;09577;AX_KreisRegion (Landkreis);WUG  GUN;105337;490157;3638547.787806154;5434545.998974159;638416.9964328357;5432811.176519145
DEBKGDL20000DZH1;DEBKGGND00001JI1;Werra-Meißner-Kreis;06636;AX_KreisRegion (Landkreis);ESW  WIZ;095545;511126;3565030.5983197256;5673264.527209095;564930.7811369905;5671434.731900332
DEBKGDL20000DZWU;DEBKGGND00001HXX;Wesel;05170;AX_KreisRegion (Kreis);WES  DIN  MO;063706;513737;3335156.6780385748;5724080.410854166;335148.16230191116;5722232.646470663
DEBKGDL20000E29G;DEBKGGND00001HWK;Wesermarsch;03461;AX_KreisRegion (Landkreis);BRA;082325;532120;3459475.7880037567;5913912.352887486;459421.072644331;5911987.829962488
DEBKGDL20000E5ZP;DEBKGGND000019NS;Westerwaldkreis;07143;AX_KreisRegion (Landkreis);WW;075155;503308;3419664.9994603707;5602453.692299403;419622.2610790281;5600653.134430326
DEBKGDL20000DW5V;DEBKGGND00001GOW;Wetteraukreis;06440;AX_KreisRegion (Landkreis);FB  BÜD;085428;502117;3493501.666134138;5579879.349016411;493429.6024813166;5578087.169535561
DEBKGDL20000E71O;DEBKGGND00001E7C;Wetzlar;065320023023;AX_Gemeinde;WZ;083004;503316;3464716.525011827;5602198.403005223;464656.0590393287;5600397.561269752
DEBKGDL20000DYOQ;DEBKGGND00001GJC;Wiesbaden;06414;AX_KreisRegion (Kreisfreie Stadt);WI;081421;500454;3445617.218592658;5549771.432790879;445563.9866933945;5547991.543930871
DEBKGDL20000003Y;DEBKGGND00001J82;Wilhelmshaven;03405;AX_KreisRegion (Kreisfreie Stadt);WHV;080640;533113;3441116.7599755907;5932451.554689557;441069.6068899768;5930519.9312621085
DEBKGDL20000E4LM;DEBKGGND00001D6H;Wismar;130740087087;AX_Gemeinde;HWI;112758;535330;3662186.307009688;5976229.884529176;662051.2427313211;5974276.767102978
DEBKGDL20000E14U;DEBKGGND00001I47;Wittenberg;15091;AX_KreisRegion (Landkreis);WB  GHC  JE;124207;514913;3755288.4419061113;5749382.094139434;755113.1262801166;5747519.731850717
DEBKGDL20000DZZH;DEBKGGND00001IR2;Wittmund;03462;AX_KreisRegion (Landkreis);WTM;074238;533352;3414642.01039568;5937784.841988796;414605.455221119;5935851.471995103
DEBKGDL20000E4D9;DEBKGGND00001IFH;Wolfenbüttel;03158;AX_KreisRegion (Landkreis);WF;103849;520807;3612837.8853463912;5779241.740885499;612720.2609530377;5777368.538264966
DEBKGDL20000E5XP;DEBKGGND00001FFH;Wolfsburg;03103;AX_KreisRegion (Kreisfreie Stadt);WOB;104706;522519;3621499.6598216565;5811353.8333025975;621379.0615741841;5809467.684484256
DEBKGDL20000DY9A;DEBKGGND000019CA;Worms;07319;AX_KreisRegion (Kreisfreie Stadt);WO;082142;493747;3453961.899358094;5499430.19862511;453905.0724922105;5497670.228910133
DEBKGDL20000E3J6;DEBKGGND00003ETQ;Wunsiedel i. Fichtelgebirge;09479;AX_KreisRegion (Landkreis);WUN  MAK  REH  SEL;120231;500524;3717735.995461204;5554865.7322908;717574.1021265128;5553082.1120670205
DEBKGDL20000E6X8;DEBKGGND00001JEJ;Wuppertal;05124;AX_KreisRegion (Kreisfreie Stadt);W;071145;511617;3374173.5607684874;5683371.919065999;374149.36976072146;5681539.785907083
DEBKGDL20000E5RY;DEBKGGND00001D41;Würzburg;09663;AX_KreisRegion (Kreisfreie Stadt);WÜ;095614;494738;3567558.030252937;5517908.622661634;567456.1382019648;5516140.693660643
DEBKGDL20000E16S;DEBKGGND00001CHC;Würzburg;09679;AX_KreisRegion (Landkreis);WÜ  OCH;094555;494739;3555177.123127241;5517784.992876598;555080.1580350944;5516017.1529226005
DEBKGDL20000E31Y;DEBKGGND00001GD0;Zollernalbkreis;08417;AX_KreisRegion (Landkreis);BL  HCH;085615;481602;3495433.0960597396;5347701.161592359;495359.606800914;5346001.533843494
DEBKGDL20000DZER;DEBKGGND00001BX3;Zweibrücken;07320;AX_KreisRegion (Kreisfreie Stadt);ZW;072147;491457;3380902.888178833;5458190.257530101;380874.81666179735;5456446.79602478
DEBKGDL20000HFQK;DEBKGGND00001ADJ;Zwickau;14524;AX_KreisRegion (Landkreis);Z  GC  HOT  WDA;123133;504502;3748864.111149528;5629842.333982387;748689.9670145458;5628028.383493539
